phoneId,phoneNumber,network
"16023","07700 992451","Three"
"16061","07700 242683","Vodafone"
"16085","07700 808543","T-Mobile"
"16105","07700 761309","T-Mobile"
"16237","07700 004792","O2"
"16465","07700 457200","Three"
"16489","07700 258839","O2"
"9868","07700 956055","Vodafone"
"9919","07700 887215","Vodafone"
"9983","07700 188845","Orange"
"10015","07700 691989","Orange"
"10039","07700 077234","T-Mobile"
"10091","07700 213099","O2"
"10130","07700 713679","Orange"
"10200","07700 464483","Orange"
"10332","07700 334223","O2"
"10394","07700 134437","Vodafone"
"10402","07700 050042","Orange"
"10414","07700 324990","Orange"
"10419","07700 665590","O2"
"10440","07700 966858","Vodafone"
"10483","07700 127521","Vodafone"
"10495","07700 725463","Orange"
"10508","07700 666162","Three"
"10539","07700 375541","Vodafone"
"10584","07700 851802","T-Mobile"
"10623","07700 052732","Orange"
"10659","07700 086675","O2"
"10673","07700 790102","Vodafone"
"10717","07700 561027","Three"
"10793","07700 375506","Three"
"10806","07700 438719","Three"
"10887","07700 200856","Vodafone"
"10983","07700 264230","Vodafone"
"11018","07700 344794","Three"
"11032","07700 031079","Three"
"11044","07700 793955","Vodafone"
"11070","07700 372401","O2"
"11126","07700 459578","Vodafone"
"11215","07700 480770","Three"
"11284","07700 929211","Vodafone"
"11304","07700 734725","Orange"
"11309","07700 887053","Orange"
"11311","07700 547237","Vodafone"
"11373","07700 651909","T-Mobile"
"11448","07700 955992","Three"
"11501","07700 489670","O2"
"11537","07700 728587","Vodafone"
"11568","07700 901647","Three"
"11582","07700 035576","T-Mobile"
"11619","07700 434581","O2"
"11703","07700 863536","T-Mobile"
"11727","07700 641791","Three"
"11739","07700 832270","Orange"
"11760","07700 792662","Vodafone"
"11765","07700 334877","T-Mobile"
"11784","07700 850704","Vodafone"
"60148","07700 891385","Orange"
"60218","07700 560493","Vodafone"
"60244","07700 326901","Three"
"60338","07700 061845","Orange"
"60357","07700 853575","T-Mobile"
"60390","07700 801094","T-Mobile"
"60410","07700 847142","Orange"
"60422","07700 419704","Vodafone"
"60465","07700 905959","T-Mobile"
"60528","07700 218920","O2"
"60530","07700 816615","Three"
"60554","07700 002039","Three"
"60650","07700 766615","Orange"
"60725","07700 425579","Orange"
"60732","07700 212137","Orange"
"60756","07700 721807","Orange"
"60802","07700 901780","Three"
"60833","07700 146464","Three"
"60864","07700 533403","O2"
"60876","07700 360467","Orange"
"60972","07700 809985","Orange"
"61026","07700 606400","Three"
"61038","07700 682481","O2"
"61108","07700 290481","Three"
"61153","07700 832503","Three"
"61228","07700 831453","Orange"
"61230","07700 875373","Orange"
"61292","07700 934078","Three"
"61329","07700 686620","Three"
"61350","07700 838610","Three"
"61418","07700 413521","Orange"
"61425","07700 108878","Vodafone"
"61463","07700 969398","Three"
"61521","07700 086101","T-Mobile"
"61538","07700 141517","O2"
"61576","07700 894474","T-Mobile"
"61603","07700 124309","Orange"
"61608","07700 034530","T-Mobile"
"61672","07700 224815","Three"
"72694","07700 586823","Three"
"72714","07700 473446","O2"
"72733","07700 589136","Vodafone"
"72752","07700 983295","Vodafone"
"72783","07700 899538","Orange"
"72827","07700 417088","O2"
"72858","07700 767905","Three"
"72959","07700 614841","Three"
"73072","07700 982406","Orange"
"73111","07700 570536","Orange"
"73142","07700 209970","Vodafone"
"73205","07700 529006","Vodafone"
"73243","07700 458076","Three"
"73248","07700 436070","T-Mobile"
"73267","07700 880808","O2"
"73325","07700 340630","Orange"
"73344","07700 731352","O2"
"73394","07700 836624","Three"
"73402","07700 695011","Vodafone"
"73469","07700 323364","Vodafone"
"73508","07700 868625","T-Mobile"
"73522","07700 154848","O2"
"73623","07700 540739","T-Mobile"
"73642","07700 122424","Vodafone"
"66868","07700 476553","Three"
"66907","07700 382408","T-Mobile"
"66921","07700 329256","Orange"
"66926","07700 010496","Three"
"66952","07700 700857","Orange"
"66957","07700 041865","Three"
"66988","07700 344841","Vodafone"
"67056","07700 491584","T-Mobile"
"67145","07700 081483","O2"
"67169","07700 532674","Orange"
"67190","07700 370830","Vodafone"
"67210","07700 158866","Orange"
"67258","07700 637246","T-Mobile"
"67284","07700 724607","Three"
"67304","07700 996533","Three"
"67311","07700 589077","Orange"
"67335","07700 084319","O2"
"67347","07700 268046","O2"
"67373","07700 896515","Orange"
"67392","07700 047811","Three"
"67400","07700 998275","T-Mobile"
"67436","07700 787544","T-Mobile"
"67520","07700 885972","Vodafone"
"67570","07700 539247","Orange"
"67614","07700 821586","Vodafone"
"67619","07700 802351","T-Mobile"
"67722","07700 974415","O2"
"67727","07700 136434","Three"
"67816","07700 396812","Vodafone"
"67835","07700 448899","Vodafone"
"67900","07700 172515","T-Mobile"
"67912","07700 585154","T-Mobile"
"67981","07700 753555","T-Mobile"
"67986","07700 559232","Vodafone"
"68023","07700 938619","T-Mobile"
"68028","07700 718429","Three"
"68080","07700 214537","Vodafone"
"68112","07700 473809","Vodafone"
"68117","07700 968214","Orange"
"68136","07700 039628","Vodafone"
"68275","07700 147999","Orange"
"68299","07700 746454","Three"
"68439","07700 503168","T-Mobile"
"68441","07700 634313","O2"
"68446","07700 486261","O2"
"68496","07700 140616","O2"
"68509","07700 734268","Three"
"68542","07700 244092","O2"
"68578","07700 686129","Orange"
"68667","07700 600601","Orange"
"68693","07700 246579","O2"
"68701","07700 321223","Three"
"68718","07700 201789","Three"
"68749","07700 076305","T-Mobile"
"68751","07700 656669","Orange"
"68782","07700 199892","T-Mobile"
"68807","07700 751077","Three"
"68864","07700 783299","O2"
"68876","07700 233397","Vodafone"
"68895","07700 470854","Orange"
"68922","07700 216018","O2"
"68984","07700 855109","O2"
"69014","07700 075020","Three"
"69057","07700 657931","T-Mobile"
"69172","07700 057303","O2"
"69184","07700 937585","O2"
"69211","07700 572268","Vodafone"
"69273","07700 957250","O2"
"69297","07700 114361","O2"
"69305","07700 707936","T-Mobile"
"69355","07700 204941","T-Mobile"
"69362","07700 647017","Orange"
"69379","07700 169392","Orange"
"69381","07700 839081","Vodafone"
"69393","07700 278587","T-Mobile"
"69398","07700 789536","Vodafone"
"69463","07700 548334","Three"
"69475","07700 912961","Vodafone"
"69502","07700 252449","O2"
"69603","07700 234682","Vodafone"
"69658","07700 935485","O2"
"69730","07700 867841","Vodafone"
"69759","07700 143873","Three"
"69785","07700 501745","Vodafone"
"69800","07700 122989","O2"
"69829","07700 077470","Vodafone"
"69850","07700 348963","Orange"
"69879","07700 764803","T-Mobile"
"69925","07700 846990","Three"
"70097","07700 151639","Vodafone"
"25947","07700 935906","Vodafone"
"25961","07700 593642","O2"
"25978","07700 514066","T-Mobile"
"26060","07700 132486","O2"
"26084","07700 967918","T-Mobile"
"26159","07700 802498","T-Mobile"
"26185","07700 287573","Orange"
"26212","07700 595635","Three"
"26255","07700 553554","O2"
"26262","07700 957737","Vodafone"
"26349","07700 105512","Three"
"26433","07700 155759","Orange"
"26445","07700 803536","T-Mobile"
"26469","07700 404789","T-Mobile"
"26490","07700 092006","Vodafone"
"26503","07700 354359","T-Mobile"
"26515","07700 323422","T-Mobile"
"26577","07700 569394","Vodafone"
"26591","07700 596197","O2"
"26611","07700 649154","Three"
"26616","07700 384555","Three"
"26661","07700 549159","T-Mobile"
"26678","07700 165955","Vodafone"
"26680","07700 572135","O2"
"26685","07700 130790","Orange"
"26712","07700 552028","Vodafone"
"61704","07700 048777","Three"
"61709","07700 719470","O2"
"61792","07700 107094","Vodafone"
"61879","07700 586636","Orange"
"61893","07700 455668","Three"
"61898","07700 806522","O2"
"62031","07700 569126","O2"
"62036","07700 047515","Three"
"62043","07700 731158","Orange"
"62048","07700 883107","Orange"
"62079","07700 128716","Three"
"62106","07700 531349","T-Mobile"
"62144","07700 131023","O2"
"62199","07700 156961","Orange"
"62214","07700 247956","Vodafone"
"62252","07700 264567","Three"
"62271","07700 838333","T-Mobile"
"62435","07700 951004","Three"
"62459","07700 332045","O2"
"62480","07700 963047","T-Mobile"
"62485","07700 301123","Vodafone"
"62497","07700 977578","T-Mobile"
"62586","07700 925212","Vodafone"
"62601","07700 472097","Vodafone"
"62745","07700 662809","Three"
"62757","07700 716513","Orange"
"62808","07700 598105","Three"
"62834","07700 798514","Three"
"62846","07700 989310","Orange"
"62853","07700 981190","Three"
"62860","07700 413225","T-Mobile"
"62896","07700 533037","T-Mobile"
"62909","07700 559529","Vodafone"
"62916","07700 927907","Three"
"62947","07700 594287","T-Mobile"
"62961","07700 137238","T-Mobile"
"62973","07700 164853","T-Mobile"
"63041","07700 171987","Three"
"63046","07700 926814","Three"
"63154","07700 922348","Vodafone"
"63185","07700 622933","O2"
"63192","07700 138275","O2"
"63197","07700 714854","T-Mobile"
"63224","07700 681754","T-Mobile"
"63262","07700 885473","Three"
"63267","07700 160087","Three"
"63286","07700 275115","T-Mobile"
"63306","07700 995579","Orange"
"63332","07700 917566","Vodafone"
"63375","07700 769673","Three"
"63438","07700 708257","T-Mobile"
"63522","07700 578527","T-Mobile"
"63546","07700 777113","O2"
"63553","07700 271194","Vodafone"
"63560","07700 577354","Orange"
"63572","07700 743160","Vodafone"
"63609","07700 608092","T-Mobile"
"63678","07700 353966","T-Mobile"
"63697","07700 746480","Vodafone"
"63779","07700 799557","Three"
"63786","07700 269032","T-Mobile"
"63801","07700 905181","T-Mobile"
"63863","07700 712708","Three"
"63870","07700 937107","O2"
"63921","07700 548271","T-Mobile"
"63938","07700 568633","Orange"
"63988","07700 278128","Three"
"64063","07700 111327","O2"
"64102","07700 694578","T-Mobile"
"64114","07700 453342","Vodafone"
"64126","07700 079145","Orange"
"64145","07700 515376","Vodafone"
"64208","07700 611880","T-Mobile"
"64210","07700 341984","O2"
"64241","07700 416707","O2"
"64323","07700 558412","T-Mobile"
"64392","07700 181127","Vodafone"
"75907","07700 985560","O2"
"75926","07700 536761","Vodafone"
"75957","07700 126482","Orange"
"76140","07700 261404","T-Mobile"
"76171","07700 954526","Vodafone"
"76208","07700 278934","Orange"
"76234","07700 590647","Three"
"76246","07700 832717","O2"
"76311","07700 218012","Orange"
"66483","07700 474045","Orange"
"66488","07700 013494","Orange"
"3554","07700 685041","Three"
"3561","07700 571908","O2"
"3578","07700 447384","T-Mobile"
"3585","07700 674369","Orange"
"3592","07700 780688","Vodafone"
"3597","07700 181291","Vodafone"
"3617","07700 785502","O2"
"3631","07700 233578","Three"
"3636","07700 693221","Vodafone"
"3648","07700 724429","T-Mobile"
"3650","07700 310085","T-Mobile"
"3662","07700 185595","O2"
"3679","07700 738252","Three"
"3681","07700 147886","O2"
"3725","07700 201128","T-Mobile"
"3732","07700 810269","Three"
"3737","07700 058790","T-Mobile"
"3744","07700 016646","Orange"
"3756","07700 630821","Orange"
"3763","07700 564835","Three"
"3775","07700 710289","T-Mobile"
"3787","07700 958373","O2"
"3794","07700 639432","T-Mobile"
"3799","07700 689759","Vodafone"
"3807","07700 457560","T-Mobile"
"3819","07700 458757","T-Mobile"
"3826","07700 459788","O2"
"3845","07700 959669","T-Mobile"
"3852","07700 584166","O2"
"3864","07700 053129","Orange"
"3871","07700 397325","Orange"
"3876","07700 241915","Orange"
"3890","07700 205121","T-Mobile"
"3903","07700 631102","Vodafone"
"3910","07700 880508","O2"
"3915","07700 639106","O2"
"3927","07700 751761","O2"
"3934","07700 932211","O2"
"3941","07700 126950","Orange"
"3946","07700 255024","Vodafone"
"3958","07700 909984","Orange"
"3960","07700 464285","Vodafone"
"3972","07700 822608","Three"
"3984","07700 135472","Vodafone"
"4014","07700 672756","T-Mobile"
"4040","07700 682720","Vodafone"
"4057","07700 714214","T-Mobile"
"4069","07700 053075","Vodafone"
"4071","07700 928454","Vodafone"
"4083","07700 763785","Three"
"4088","07700 380819","T-Mobile"
"4095","07700 897094","T-Mobile"
"4127","07700 878030","T-Mobile"
"4146","07700 231435","T-Mobile"
"4153","07700 361067","T-Mobile"
"4158","07700 129258","T-Mobile"
"4160","07700 191742","O2"
"4172","07700 376108","Vodafone"
"4204","07700 524512","O2"
"4209","07700 446058","Three"
"4211","07700 527680","Vodafone"
"4223","07700 669705","T-Mobile"
"4228","07700 978832","Vodafone"
"4230","07700 985604","O2"
"4247","07700 855873","Orange"
"4266","07700 653244","Three"
"4278","07700 002500","Three"
"4280","07700 363360","Orange"
"4285","07700 492419","Vodafone"
"4331","07700 298011","Orange"
"4386","07700 308923","O2"
"4420","07700 376911","Three"
"4432","07700 918301","Vodafone"
"4444","07700 922729","O2"
"4468","07700 272320","Orange"
"4475","07700 018486","T-Mobile"
"4507","07700 243651","Three"
"4519","07700 942712","O2"
"4552","07700 016892","Three"
"4557","07700 273709","Vodafone"
"4569","07700 168428","T-Mobile"
"4588","07700 625437","T-Mobile"
"4595","07700 942884","O2"
"4610","07700 027610","Orange"
"4622","07700 508536","Orange"
"4653","07700 822013","Three"
"4660","07700 961629","Orange"
"4665","07700 079802","Orange"
"4672","07700 849454","O2"
"4684","07700 911095","Three"
"4704","07700 812897","O2"
"4709","07700 491338","O2"
"4723","07700 717843","O2"
"4730","07700 990840","Three"
"4747","07700 132418","Vodafone"
"4759","07700 188127","Orange"
"4773","07700 820873","Three"
"4797","07700 873490","T-Mobile"
"4800","07700 743940","T-Mobile"
"4805","07700 161895","Vodafone"
"4829","07700 934973","Orange"
"4843","07700 080482","Three"
"4848","07700 500316","Orange"
"4855","07700 800112","Three"
"4867","07700 459254","Vodafone"
"4874","07700 632059","T-Mobile"
"4901","07700 273975","Vodafone"
"4913","07700 526513","T-Mobile"
"4918","07700 376167","Three"
"4925","07700 490621","Three"
"4956","07700 688030","Vodafone"
"4968","07700 341019","Orange"
"4975","07700 391837","Orange"
"4987","07700 791004","Three"
"5000","07700 284183","Orange"
"5024","07700 482254","Vodafone"
"5029","07700 059165","Orange"
"5036","07700 205119","Orange"
"5067","07700 554114","O2"
"5101","07700 289815","T-Mobile"
"5144","07700 070038","Three"
"5156","07700 095626","T-Mobile"
"5175","07700 145660","T-Mobile"
"5182","07700 263181","O2"
"5187","07700 932680","Vodafone"
"5194","07700 275733","Orange"
"5207","07700 988306","Three"
"5214","07700 467276","Orange"
"5221","07700 199350","Three"
"5238","07700 090366","O2"
"5264","07700 115924","Vodafone"
"5269","07700 494689","Orange"
"5271","07700 035906","O2"
"5276","07700 290766","T-Mobile"
"5288","07700 894931","Orange"
"5295","07700 267253","Three"
"5303","07700 724511","T-Mobile"
"5308","07700 859946","Three"
"5322","07700 039113","O2"
"5339","07700 462948","Three"
"5341","07700 287511","O2"
"5409","07700 298178","T-Mobile"
"5428","07700 895292","Vodafone"
"5430","07700 082219","Orange"
"5442","07700 810264","Orange"
"5447","07700 507669","Vodafone"
"5454","07700 438412","Orange"
"5459","07700 876349","Vodafone"
"5473","07700 753192","Orange"
"5478","07700 084287","O2"
"5492","07700 961184","T-Mobile"
"5497","07700 191855","Orange"
"5517","07700 199940","T-Mobile"
"5543","07700 585705","T-Mobile"
"5550","07700 742942","Vodafone"
"5562","07700 182428","T-Mobile"
"5574","07700 507473","Three"
"5581","07700 777072","T-Mobile"
"5586","07700 551316","Three"
"5593","07700 715240","Vodafone"
"5598","07700 526448","Vodafone"
"5606","07700 179525","Orange"
"5613","07700 745741","Orange"
"5618","07700 597908","Orange"
"5637","07700 626940","Orange"
"5644","07700 982307","Orange"
"5656","07700 376180","Three"
"5675","07700 954542","T-Mobile"
"5687","07700 772190","Three"
"5694","07700 181327","Vodafone"
"5699","07700 548478","O2"
"5714","07700 050238","Vodafone"
"5740","07700 004585","Vodafone"
"5764","07700 432948","Orange"
"5776","07700 781347","Orange"
"5788","07700 716843","Vodafone"
"5808","07700 009383","O2"
"5810","07700 374712","Vodafone"
"5815","07700 450815","Vodafone"
"5827","07700 685922","Three"
"5839","07700 546955","Orange"
"5846","07700 609605","T-Mobile"
"5860","07700 433764","Vodafone"
"5865","07700 550888","O2"
"5909","07700 397764","Orange"
"5916","07700 037504","Three"
"5923","07700 277335","T-Mobile"
"5954","07700 666687","T-Mobile"
"5959","07700 706978","T-Mobile"
"5966","07700 027791","Orange"
"5978","07700 793270","O2"
"5980","07700 133203","Orange"
"5997","07700 403033","Vodafone"
"6008","07700 038558","O2"
"6015","07700 327422","Three"
"6022","07700 835120","Orange"
"6027","07700 562780","O2"
"6039","07700 781915","T-Mobile"
"6041","07700 445328","Vodafone"
"6046","07700 577000","Three"
"6053","07700 526810","O2"
"6084","07700 812299","Three"
"6089","07700 857847","O2"
"6096","07700 022580","Orange"
"6116","07700 585485","Three"
"6123","07700 705286","Vodafone"
"6128","07700 072144","O2"
"6135","07700 601347","Orange"
"6142","07700 055839","T-Mobile"
"6161","07700 964148","Orange"
"6180","07700 853877","Orange"
"6185","07700 183365","Three"
"6192","07700 920153","Orange"
"6224","07700 062797","Three"
"6229","07700 229237","T-Mobile"
"6236","07700 492072","Orange"
